epoch,train_acc,train_loss,val_acc,val_loss,f1,precision,recall
1,0.8358832823343534,0.4376346840334297,0.8758312668144475,0.33295547666580544,0.8549009974451609,0.8511610982632374,0.8758312668144475
2,0.8934621307573849,0.2884137646515001,0.8802120675932564,0.3213047993902005,0.8682666617179682,0.862381255650341,0.8802120675932564
3,0.9226415471690567,0.2113316184421018,0.8747788221829017,0.3626835031136541,0.8705947381192188,0.8670982777771732,0.8747788221829017
4,0.9460210795784084,0.1529361335983737,0.8731606885619002,0.39592335124758266,0.8702018768288504,0.8676826624022429,0.8731606885619002
